YEAR,MONTH,DAY,ORDER,COUNTRY,LOCATION,PRICE,PAGE
2008,4,10,10,29,4,28,1
2008,4,16,15,9,2,43,3
2008,4,19,1,29,1,33,4
2008,4,2,7,29,2,43,2
2008,4,15,12,29,1,28,1
2008,4,4,5,9,1,52,1
2008,4,3,10,29,1,43,3
2008,4,2,1,9,1,43,1
2008,4,24,5,29,2,43,1
2008,4,18,21,29,6,52,1
2008,4,4,6,29,5,38,1
2008,4,4,4,29,2,48,1
2008,4,2,10,9,4,52,2
2008,4,29,4,29,2,38,2
2008,4,11,1,29,2,48,1
2008,4,11,4,29,1,48,1
2008,4,25,18,9,6,50,2
2008,4,29,9,29,4,52,2
2008,4,5,3,29,5,62,1
2008,4,16,7,29,3,28,2
2008,4,14,5,29,2,52,1
2008,4,29,13,29,2,48,1
2008,4,2,23,29,5,48,2
2008,4,11,9,29,3,55,3
2008,4,19,5,29,5,38,2
2008,4,12,3,29,6,33,1
2008,4,26,2,29,6,33,1
2008,4,30,1,46,1,57,4
2008,4,13,2,24,2,43,1
2008,4,6,2,29,1,57,1
2008,4,11,3,29,3,48,1
2008,4,3,3,29,4,38,1
2008,4,30,3,9,5,38,2
2008,4,6,3,9,2,28,3
2008,4,15,1,29,2,38,1
2008,4,29,2,29,1,43,1
2008,4,21,3,29,4,48,5
2008,4,26,1,9,4,33,1
2008,4,12,3,29,1,43,2
2008,4,9,1,29,2,52,1
2008,4,12,11,9,5,33,2
2008,4,16,12,29,5,20,3
2008,4,2,1,29,2,43,1
2008,4,28,1,29,3,38,2
2008,4,25,4,29,2,43,1
2008,4,30,1,9,4,67,1
2008,4,21,14,3,5,62,2
2008,4,22,1,29,1,57,1
2008,4,6,2,29,1,33,5
2008,4,13,24,29,1,33,5
2008,4,6,1,9,2,28,3
2008,4,10,2,29,5,20,3
2008,4,10,6,29,3,38,2
2008,4,15,9,29,3,62,1
2008,4,16,6,29,3,43,1
2008,4,13,6,9,2,38,1
2008,4,15,10,29,4,38,1
2008,4,9,4,9,3,82,1
2008,4,16,8,29,2,43,1
2008,4,9,10,9,4,43,2
2008,4,3,1,16,1,28,1
2008,4,13,1,29,2,38,1
2008,4,12,20,9,6,38,3
2008,4,28,3,9,2,43,1
2008,4,21,20,3,5,38,2
2008,4,6,1,19,5,33,1
2008,4,16,11,29,3,55,3
2008,4,9,2,29,3,52,1
2008,4,26,18,9,3,82,1
2008,4,20,30,29,1,57,4
2008,4,23,15,29,1,28,1
2008,4,15,13,29,3,55,2
2008,4,16,2,29,3,38,2
2008,4,11,4,29,2,28,3
2008,4,26,3,29,4,38,1
2008,4,13,1,29,2,48,1
2008,4,28,1,29,2,33,2
2008,4,2,4,29,2,28,3
2008,4,25,37,29,3,28,4
2008,4,8,34,29,3,57,2
2008,4,11,7,29,6,38,4
2008,4,17,1,9,4,62,1
2008,4,9,2,9,4,62,1
2008,4,3,4,29,5,38,2
2008,4,11,11,14,1,33,4
2008,4,16,1,29,1,23,2
2008,4,3,5,29,2,43,3
2008,4,17,9,29,1,28,1
2008,4,11,8,29,1,38,3
2008,4,25,2,9,2,38,1
2008,4,13,16,29,2,28,2
2008,4,27,4,42,1,38,3
2008,4,22,3,9,4,62,1
2008,4,6,6,29,1,43,1
2008,4,1,7,29,3,57,2
2008,4,20,5,29,1,38,1
2008,4,3,1,29,4,38,1
2008,4,16,12,29,1,38,1
2008,4,28,7,29,2,62,2
2008,4,23,7,29,2,52,1
2008,4,9,9,29,4,62,1
2008,4,9,7,29,6,48,1
2008,4,12,2,29,6,48,2
2008,4,26,1,29,4,38,1
2008,4,4,24,29,5,28,3
2008,4,7,1,29,2,52,1
2008,4,29,1,29,2,38,2
2008,4,13,9,29,6,38,1
2008,4,15,2,29,4,62,1
2008,4,21,5,3,4,48,5
2008,4,20,1,29,2,48,1
2008,4,7,8,9,2,52,1
2008,4,26,8,29,4,38,1
2008,4,11,3,29,5,26,3
2008,4,26,17,9,2,43,1
2008,4,19,1,29,4,67,1
2008,4,4,9,29,2,48,1
2008,4,29,2,29,4,43,1
2008,4,13,8,9,2,33,1
2008,4,4,14,29,2,48,4
2008,4,26,5,29,2,38,1
2008,4,8,1,9,6,62,1
2008,4,4,1,29,5,33,1
2008,4,28,8,29,4,28,2
2008,4,24,6,29,5,38,2
2008,4,26,3,29,5,43,2
2008,4,5,1,29,4,67,1
2008,4,13,11,29,1,38,2
2008,4,14,1,29,1,57,1
2008,4,14,3,29,3,48,1
2008,4,8,1,29,3,48,1
2008,4,8,24,29,6,33,1
2008,4,7,11,24,3,28,2
2008,4,19,3,29,2,38,2
2008,4,27,13,42,5,62,1
2008,4,22,4,9,1,57,1
2008,4,24,1,9,4,62,1
2008,4,10,2,29,5,57,2
2008,4,4,16,29,3,33,2
2008,4,29,2,29,5,57,2
2008,4,26,3,29,4,33,1
2008,4,5,11,9,2,48,1
2008,4,2,28,29,5,33,2
2008,4,9,2,29,4,38,1
2008,4,21,1,29,2,48,1
2008,4,16,10,9,4,38,1
2008,4,26,14,9,3,82,1
2008,4,16,4,29,1,23,2
2008,4,29,1,9,5,28,1
2008,4,6,5,9,5,38,2
2008,4,2,2,29,5,43,2
2008,4,12,26,9,4,28,3
2008,4,5,1,28,3,82,1
2008,4,11,4,29,5,20,3
2008,4,24,8,29,2,43,3
2008,4,11,8,29,1,48,2
2008,4,3,7,29,1,28,1
2008,4,16,3,29,1,48,1
2008,4,11,6,9,3,62,1
2008,4,4,3,29,1,28,1
2008,4,26,8,29,3,48,1
2008,4,25,10,9,5,33,1
2008,4,15,6,42,2,33,1
2008,4,4,1,29,5,38,1
2008,4,30,2,46,5,28,1
2008,4,27,7,42,2,67,2
2008,4,23,5,29,2,38,1
2008,4,16,6,9,4,43,1
2008,4,20,2,29,2,28,3
2008,4,6,2,9,4,62,1
2008,4,6,8,9,4,62,1
2008,4,28,2,24,5,62,1
2008,4,25,2,29,1,72,1
2008,4,15,16,29,5,62,2
2008,4,26,2,29,3,43,1
2008,4,14,6,29,3,48,1
2008,4,27,2,29,3,43,1
2008,4,9,3,9,2,43,1
2008,4,4,19,29,2,28,3
2008,4,3,1,29,2,38,1
2008,4,6,8,29,6,33,2
2008,4,8,36,29,3,57,2
2008,4,13,4,9,6,33,2
2008,4,2,29,29,3,57,2
2008,4,29,4,29,5,23,1
2008,4,8,1,29,2,38,1
2008,4,7,15,24,3,38,3
2008,4,1,7,29,1,33,4
2008,4,2,9,29,3,33,2
2008,4,13,10,9,3,48,1
2008,4,27,9,29,6,48,1
2008,4,8,1,29,3,62,3
2008,4,11,2,29,2,38,1
2008,4,6,6,9,6,48,1
2008,4,27,11,29,2,38,1
2008,4,18,13,29,2,62,2
2008,4,25,16,9,5,23,1
2008,4,24,1,29,3,28,2
2008,4,6,1,29,3,43,1
2008,4,25,1,29,3,43,1
2008,4,29,2,9,5,60,1
2008,4,4,4,29,4,28,3
2008,4,16,1,9,1,43,1
2008,4,16,3,9,2,43,1
2008,4,21,2,3,1,48,1
2008,4,9,3,9,5,38,2
2008,4,26,6,29,2,52,1
2008,4,11,7,14,5,23,1
2008,4,28,4,29,2,43,1
2008,4,25,11,29,5,38,1
2008,4,29,1,29,1,57,1
2008,4,1,1,21,6,38,1
2008,4,21,17,3,6,43,2
2008,4,21,1,3,1,38,1
2008,4,6,2,29,2,52,1
2008,4,8,42,29,4,57,2
2008,4,26,4,29,4,38,2
2008,4,16,8,9,4,38,1
2008,4,11,6,14,1,57,1
2008,4,2,11,9,6,50,2
2008,4,15,2,29,1,28,1
2008,4,16,5,29,6,33,2
2008,4,8,3,29,4,38,1
2008,4,16,4,29,4,62,1
2008,4,26,2,29,2,52,1
2008,4,4,1,9,3,57,2
2008,4,28,2,16,2,57,2
2008,4,26,4,29,4,38,1
2008,4,28,5,29,5,33,1
2008,4,10,7,29,5,57,2
2008,4,28,7,29,5,62,2
2008,4,24,2,29,6,43,2
2008,4,26,6,29,2,38,2
2008,4,2,1,29,4,38,1
2008,4,24,3,29,4,52,2
2008,4,8,3,29,5,33,1
2008,4,26,3,29,5,62,1
2008,4,8,35,29,2,57,2
2008,4,21,2,9,1,72,1
2008,4,11,3,9,2,52,4
2008,4,2,15,29,5,38,1
2008,4,5,5,9,1,43,3
2008,4,8,3,29,2,38,1
2008,4,3,1,29,5,23,1
2008,4,3,8,16,4,38,1
2008,4,4,29,29,4,28,3
2008,4,8,6,29,6,38,1
2008,4,8,3,29,1,48,1
2008,4,9,2,29,6,38,1
2008,4,8,8,29,5,33,2
2008,4,29,1,29,1,43,4
2008,4,2,1,29,6,48,1
2008,4,29,5,9,1,43,1
2008,4,19,5,29,2,52,1
2008,4,9,11,29,2,28,3
2008,4,7,5,24,1,23,1
2008,4,21,3,29,4,52,2
2008,4,8,29,29,1,57,1
2008,4,16,1,29,5,57,2
2008,4,3,11,29,3,33,2
2008,4,8,15,29,5,38,2
2008,4,8,18,29,4,62,2
2008,4,24,4,29,1,62,2
2008,4,23,29,29,3,48,1
2008,4,24,7,29,5,62,2
2008,4,8,60,29,5,20,3
2008,4,13,10,29,2,57,2
2008,4,23,1,29,2,52,1
2008,4,16,7,29,6,33,1
2008,4,20,17,29,3,28,5
2008,4,2,6,29,2,57,2
2008,4,25,6,29,3,28,1
2008,4,26,4,27,1,52,1
2008,4,8,19,29,4,28,2
2008,4,6,3,9,1,43,1
2008,4,6,10,9,3,62,1
2008,4,5,9,29,1,23,1
2008,4,7,11,9,3,28,2
2008,4,19,10,29,3,48,1
2008,4,9,1,29,2,43,1
2008,4,13,11,29,1,67,2
2008,4,12,16,9,1,38,3
2008,4,14,14,29,2,28,3
2008,4,18,1,29,6,33,1
2008,4,15,2,29,5,62,2
2008,4,25,3,29,1,43,1
2008,4,15,7,29,3,62,1
2008,4,12,37,9,5,33,2
2008,4,13,21,29,3,28,5
2008,4,4,20,29,4,28,3
2008,4,5,7,9,5,38,1
2008,4,3,5,29,5,33,3
2008,4,27,2,9,4,62,1
2008,4,24,5,29,1,38,1
2008,4,26,11,29,4,52,2
2008,4,16,1,29,1,28,1
2008,4,3,5,29,1,23,1
2008,4,13,7,29,2,52,1
2008,4,24,1,9,4,38,1
2008,4,25,36,29,4,28,3
2008,4,21,7,3,4,52,2
2008,4,8,20,29,1,72,1
2008,4,8,12,29,2,57,2
2008,4,21,3,29,1,43,3
2008,4,3,9,29,6,38,4
2008,4,6,4,29,6,52,1
2008,4,12,8,9,5,60,1
2008,4,21,11,29,2,38,4
2008,4,14,2,29,1,62,2
2008,4,7,6,9,1,57,1
2008,4,11,5,29,5,33,3
2008,4,15,3,29,3,43,1
2008,4,1,8,29,5,38,4
2008,4,28,2,29,6,38,1
2008,4,9,2,29,4,67,1
2008,4,13,2,9,1,33,2
2008,4,6,3,29,5,23,1
2008,4,18,23,29,1,43,1
2008,4,16,6,29,2,43,2
2008,4,25,24,29,3,43,2
2008,4,13,9,9,3,48,1
2008,4,29,6,29,5,60,1
2008,4,20,40,29,1,57,4
2008,4,16,4,9,2,28,3
2008,4,12,38,9,5,33,1
2008,4,28,13,29,2,28,3
2008,4,13,6,29,1,38,2
2008,4,30,1,29,4,38,1
2008,4,21,2,29,6,33,4
2008,4,19,2,29,4,67,1
2008,4,3,21,29,3,33,2
2008,4,7,1,29,2,52,1
2008,4,3,12,29,4,28,3
2008,4,4,3,9,1,57,1
2008,4,8,8,29,4,38,1
2008,4,9,1,29,4,62,1
2008,4,12,19,9,6,57,3
2008,4,2,5,29,3,55,2
2008,4,8,23,29,2,43,1
2008,4,9,6,29,6,38,3
2008,4,30,4,29,4,48,5
2008,4,15,4,42,1,43,1
2008,4,2,8,29,6,52,1
2008,4,27,4,29,1,62,3
2008,4,6,5,19,4,28,3
2008,4,17,2,9,4,38,1
2008,4,24,19,29,2,43,5
2008,4,3,13,29,5,20,3
2008,4,8,11,29,2,57,2
2008,4,30,1,29,2,38,1
2008,4,18,14,29,5,38,2
2008,4,29,1,9,4,62,1
2008,4,29,5,29,4,33,3
2008,4,26,1,29,5,33,3
2008,4,12,2,29,2,52,1
2008,4,28,10,29,3,28,2
2008,4,26,1,29,6,48,1
2008,4,24,2,9,2,43,1
2008,4,9,12,9,3,48,1
2008,4,10,11,29,6,38,1
2008,4,29,2,29,6,33,1
2008,4,20,4,29,2,43,1
2008,4,2,2,9,3,38,2
2008,4,15,3,29,1,28,1
2008,4,26,2,29,3,48,1
2008,4,25,27,29,4,33,2
2008,4,25,20,9,1,57,4
2008,4,9,7,29,1,72,1
2008,4,30,5,16,2,48,1
2008,4,8,33,29,2,52,1
2008,4,29,3,29,1,57,2
2008,4,26,5,29,5,48,1
2008,4,26,1,29,2,52,1
2008,4,3,1,29,2,52,1
2008,4,16,7,29,6,48,2
2008,4,13,17,29,1,43,4
2008,4,2,6,29,6,48,1
2008,4,16,1,29,1,38,1
2008,4,17,9,9,4,38,1
2008,4,17,1,15,4,62,2
2008,4,11,8,14,2,38,2
2008,4,12,2,29,2,38,2
2008,4,30,3,21,3,62,1
2008,4,13,10,29,3,43,1
2008,4,19,9,29,2,48,1
2008,4,11,10,14,4,38,1
2008,4,22,3,29,2,57,2
2008,4,8,43,29,5,57,2
2008,4,5,10,29,2,48,1
2008,4,17,5,9,4,38,1
2008,4,27,10,42,3,57,2
2008,4,6,9,29,2,28,3
2008,4,18,22,29,2,38,2
2008,4,30,8,29,6,62,1
2008,4,27,14,29,5,33,1
2008,4,2,12,29,5,33,1
2008,4,21,12,3,4,38,1
2008,4,12,2,29,6,38,1
2008,4,26,17,29,1,57,4
2008,4,23,4,29,5,62,2
2008,4,2,4,29,4,38,1
2008,4,29,2,29,5,57,2
2008,4,3,1,29,5,28,1
2008,4,1,5,29,3,52,1
2008,4,22,3,9,4,38,1
2008,4,24,5,29,5,62,2
2008,4,18,17,29,1,62,3
2008,4,8,5,29,2,43,2
2008,4,17,8,9,6,62,1
2008,4,5,3,29,5,48,1
2008,4,26,2,29,2,52,1
2008,4,21,4,3,5,33,3
2008,4,16,14,29,1,57,4
2008,4,23,18,29,1,43,3
2008,4,25,2,29,2,43,1
2008,4,18,7,29,3,28,1
2008,4,12,15,9,5,20,3
2008,4,8,3,9,5,33,1
2008,4,26,10,29,1,28,1
2008,4,16,1,29,1,28,1
2008,4,29,6,29,1,38,1
2008,4,26,8,9,4,38,2
2008,4,20,31,29,1,57,4
2008,4,6,8,29,1,38,1
2008,4,7,4,29,5,38,2
2008,4,15,3,29,1,28,1
2008,4,12,29,9,5,38,1
2008,4,23,28,29,2,33,1
2008,4,14,10,29,2,43,3
2008,4,4,18,29,3,28,3
2008,4,30,9,29,1,62,2
2008,4,8,5,29,2,28,2
2008,4,8,24,29,2,48,4
2008,4,17,8,29,6,38,4
2008,4,5,8,9,5,38,2
2008,4,25,14,9,1,52,1
2008,4,2,15,9,5,26,3
2008,4,26,9,9,1,62,3
2008,4,18,16,29,2,38,3
2008,4,24,2,16,4,38,1
2008,4,19,1,29,4,38,1
2008,4,27,12,42,5,57,2
2008,4,24,4,16,3,82,1
2008,4,6,11,9,2,52,1
2008,4,13,4,29,4,33,3
2008,4,1,4,29,3,57,2
2008,4,8,55,29,5,33,1
2008,4,21,18,3,5,33,2
2008,4,13,5,9,3,82,1
2008,4,16,1,29,1,28,1
2008,4,17,1,29,1,38,1
2008,4,12,1,29,2,38,2
2008,4,16,4,29,3,48,1
2008,4,20,11,29,4,28,3
2008,4,16,9,29,2,28,3
2008,4,30,4,21,1,62,2
2008,4,8,9,29,1,38,1
2008,4,4,17,29,3,23,1
2008,4,13,3,29,5,38,1
2008,4,28,2,29,3,28,4
2008,4,24,3,16,3,62,1
2008,4,3,7,16,3,48,1
2008,4,26,9,29,1,28,1
2008,4,26,5,29,5,33,1
2008,4,21,1,9,5,28,1
2008,4,28,3,29,4,38,1
2008,4,26,3,29,4,67,1
2008,4,16,3,9,1,38,3
2008,4,2,7,29,3,57,2
2008,4,19,4,29,5,57,2
2008,4,30,6,29,5,60,1
2008,4,14,12,29,2,52,1
2008,4,12,46,9,5,33,1
2008,4,4,8,29,4,52,2
2008,4,2,20,29,3,55,2
2008,4,2,1,29,2,38,1
2008,4,2,2,29,6,48,1
2008,4,26,3,29,5,38,2
2008,4,7,11,9,2,28,3
2008,4,26,3,29,4,60,2
2008,4,26,2,29,5,62,1
2008,4,11,1,29,5,48,1
2008,4,8,64,29,2,57,2
2008,4,27,15,29,4,43,2
2008,4,7,2,29,2,38,1
2008,4,26,6,9,3,82,1
2008,4,11,1,9,1,33,4
2008,4,17,6,29,2,57,2
2008,4,20,36,29,3,28,5
2008,4,26,7,27,6,48,2
2008,4,26,10,29,2,67,2
2008,4,22,5,29,5,62,1
2008,4,28,6,29,6,48,1
2008,4,12,41,9,4,33,1
2008,4,14,5,29,6,43,2
2008,4,23,16,29,6,50,2
2008,4,20,1,29,5,23,1
2008,4,8,26,29,6,62,1
2008,4,15,15,29,5,62,2
2008,4,4,15,29,1,48,4
2008,4,7,6,29,1,28,1
2008,4,15,8,29,3,48,1
2008,4,8,1,29,5,38,2
2008,4,14,2,29,1,52,1
2008,4,25,33,29,6,43,2
2008,4,9,8,29,5,60,1
2008,4,24,5,16,3,48,1
2008,4,28,4,29,5,33,1
2008,4,2,6,29,1,43,1
2008,4,25,2,9,2,28,3
2008,4,26,2,29,2,23,1
2008,4,6,10,29,6,50,2
2008,4,25,25,29,3,33,2
2008,4,26,10,27,1,48,2
2008,4,20,18,29,3,43,5
2008,4,24,18,29,1,33,4
2008,4,13,14,29,1,38,2
2008,4,15,2,29,5,26,3
2008,4,12,6,9,6,38,2
2008,4,12,13,9,4,28,2
2008,4,12,22,9,5,20,3
2008,4,8,5,29,3,57,2
2008,4,25,20,29,1,33,2
2008,4,25,3,9,6,48,1
2008,4,26,1,29,2,38,2
2008,4,13,23,29,1,33,5
2008,4,16,1,9,1,43,1
2008,4,11,2,9,3,43,1
2008,4,8,63,29,5,62,2
2008,4,27,4,9,6,62,1
2008,4,23,10,29,3,38,2
2008,4,1,2,21,2,48,1
2008,4,16,2,9,2,43,2
2008,4,23,33,29,6,57,3
2008,4,15,4,29,4,43,2
2008,4,2,17,9,5,57,2
2008,4,1,4,21,4,28,1
2008,4,5,6,29,4,38,1
2008,4,26,6,29,5,33,1
2008,4,24,4,29,6,43,2
2008,4,8,12,29,5,38,1
2008,4,20,19,29,4,48,5
2008,4,5,2,9,3,48,1
2008,4,24,15,29,1,43,3
2008,4,16,2,29,4,57,2
2008,4,7,8,9,4,33,1
2008,4,3,4,29,4,38,1
2008,4,14,9,29,5,62,2
2008,4,27,12,29,5,33,1
2008,4,26,4,29,1,57,1
2008,4,19,6,29,4,38,1
2008,4,15,3,29,4,52,2
2008,4,5,17,29,6,38,1
2008,4,20,6,29,4,65,1
2008,4,16,2,9,3,43,1
2008,4,12,24,9,2,52,4
2008,4,23,27,29,4,43,1
2008,4,5,11,29,4,28,1
2008,4,2,3,29,1,38,2
2008,4,15,7,29,4,38,1
2008,4,30,1,21,4,62,1
2008,4,8,9,9,3,43,1
2008,4,3,1,29,1,43,1
2008,4,29,7,29,1,48,1
2008,4,9,2,29,4,43,1
2008,4,8,6,9,4,38,1
2008,4,7,5,29,2,48,1
2008,4,8,1,29,4,38,2
2008,4,4,7,29,5,62,1
2008,4,16,2,9,4,52,2
2008,4,27,8,29,6,38,3
2008,4,16,5,29,2,43,1
2008,4,15,4,29,1,43,1
2008,4,7,1,9,1,72,1
2008,4,11,5,14,2,28,3
2008,4,25,4,29,1,43,2
2008,4,16,5,29,5,38,2
2008,4,25,1,24,2,43,3
2008,4,22,5,29,1,33,5
2008,4,13,6,29,5,33,3
2008,4,26,12,27,6,57,3
2008,4,17,2,29,4,38,2
2008,4,8,31,29,3,57,2
2008,4,21,4,29,1,57,4
2008,4,28,6,29,2,43,3
2008,4,8,4,29,4,38,1
2008,4,26,9,29,2,38,2
2008,4,26,1,27,5,33,1
2008,4,21,4,9,1,43,1
2008,4,9,1,9,1,28,1
2008,4,23,14,29,5,62,2
2008,4,15,8,42,2,48,2
2008,4,28,10,29,6,43,2
2008,4,22,2,29,2,52,1
2008,4,6,4,9,1,23,1
2008,4,30,6,16,3,48,1
2008,4,16,1,29,2,38,1
2008,4,12,39,9,2,43,1
2008,4,24,1,16,1,72,1
2008,4,14,8,29,1,57,4
2008,4,25,7,29,3,28,1
2008,4,13,8,29,1,33,5
2008,4,24,21,29,2,28,3
2008,4,28,1,29,5,28,1
2008,4,28,1,29,6,48,2
2008,4,29,10,29,2,28,3
2008,4,20,42,29,4,28,3
2008,4,26,5,29,4,43,1
2008,4,9,4,9,5,60,1
2008,4,7,4,9,1,62,2
2008,4,3,2,29,5,33,1
2008,4,7,7,24,5,20,3
2008,4,2,6,29,4,38,1
2008,4,6,4,29,2,33,2
2008,4,27,9,42,2,38,2
2008,4,18,5,29,2,38,1
2008,4,10,1,29,2,43,1
2008,4,7,6,9,1,57,1
2008,4,29,5,9,2,43,1
2008,4,7,4,9,5,28,1
2008,4,4,7,29,1,23,1
2008,4,8,2,29,4,38,1
2008,4,7,1,9,6,38,2
2008,4,19,4,29,3,43,1
2008,4,13,11,9,3,48,1
2008,4,30,2,29,4,38,1
2008,4,27,4,29,2,48,1
2008,4,6,2,9,2,38,1
2008,4,8,12,29,6,33,2
2008,4,29,1,29,1,43,1
2008,4,12,21,9,4,48,3
2008,4,25,1,9,2,28,3
2008,4,8,56,29,2,48,4
2008,4,16,13,29,5,38,1
2008,4,12,49,9,5,33,1
2008,4,2,16,29,6,48,1
2008,4,6,6,29,3,62,3
2008,4,20,13,29,3,28,4
2008,4,21,15,3,4,38,2
2008,4,4,28,29,4,48,5
2008,4,28,6,29,2,43,3
2008,4,20,34,29,1,33,5
2008,4,21,4,29,6,50,2
2008,4,20,23,29,1,33,5
2008,4,23,5,29,6,43,2
2008,4,2,3,29,5,33,3
2008,4,2,1,9,1,62,2
2008,4,10,7,29,6,33,4
2008,4,21,1,9,5,33,1
2008,4,10,1,29,1,43,1
2008,4,13,18,29,1,33,5
2008,4,3,10,29,4,28,2
2008,4,7,1,9,1,43,1
2008,4,12,50,9,5,33,1
2008,4,8,1,29,5,57,2
2008,4,8,14,29,5,57,2
2008,4,23,36,29,6,43,2
2008,4,14,8,29,4,43,1
2008,4,8,32,29,5,33,1
2008,4,7,14,24,3,48,1
2008,4,9,7,29,5,38,1
2008,4,16,4,29,2,38,2
2008,4,29,3,9,1,43,1
2008,4,7,13,24,2,52,1
2008,4,4,4,9,1,52,1
2008,4,20,10,29,4,28,3
2008,4,9,2,9,1,43,1
2008,4,6,8,19,6,23,3
2008,4,12,5,9,4,60,2
2008,4,2,9,29,1,48,1
2008,4,27,2,9,3,82,1
2008,4,25,23,29,3,43,2
2008,4,7,6,29,6,38,1
2008,4,16,13,29,1,33,4
2008,4,30,1,29,2,57,2
2008,4,13,5,29,6,33,1
2008,4,2,13,9,4,28,3
2008,4,25,13,29,5,38,1
2008,4,1,1,29,5,57,2
2008,4,8,15,29,2,33,2
2008,4,24,3,29,2,43,1
2008,4,9,1,29,5,38,1
2008,4,15,1,42,5,33,2
2008,4,2,9,29,4,43,1
2008,4,7,5,9,6,33,1
2008,4,15,5,29,6,52,1
2008,4,15,14,29,6,38,3
2008,4,9,2,29,5,28,1
2008,4,20,3,29,2,43,1
2008,4,24,7,29,2,38,1
2008,4,6,1,29,3,82,1
2008,4,15,11,29,5,48,1
2008,4,8,39,29,1,43,2
2008,4,3,20,29,2,33,2
2008,4,9,11,9,3,48,1
2008,4,2,4,29,1,43,1
2008,4,26,11,9,3,62,3
2008,4,19,6,29,1,38,2
2008,4,9,2,29,1,28,1
2008,4,26,1,29,2,48,2
2008,4,26,15,9,2,43,1
2008,4,13,7,9,2,38,1
2008,4,26,1,29,2,43,1
2008,4,23,7,29,1,57,4
2008,4,12,43,9,6,43,2
2008,4,29,7,29,1,48,1
2008,4,8,4,29,3,57,2
2008,4,20,3,29,5,62,1
2008,4,1,4,29,3,57,2
2008,4,21,3,29,1,43,3
2008,4,16,11,29,3,55,3
2008,4,27,3,42,1,62,2
2008,4,7,2,24,1,52,1
2008,4,26,16,9,1,72,1
2008,4,20,5,29,2,43,1
2008,4,5,5,29,4,62,1
2008,4,4,1,9,3,57,2
2008,4,12,13,9,4,52,2
2008,4,24,7,29,5,62,2
2008,4,30,2,29,4,38,1
2008,4,17,1,9,4,62,1
2008,4,29,2,29,5,57,2
2008,4,27,12,42,5,57,2
2008,4,15,4,29,4,67,1
2008,4,26,11,29,4,52,2
2008,4,5,5,9,1,43,3
2008,4,27,16,29,5,62,2
2008,4,6,7,9,2,43,2
2008,4,20,30,29,1,57,4
2008,4,28,3,16,1,43,1
